point,geometry,type,wtd_m,links,length_m,elevation_m
GW_SideWadis_A7B2,POINT (209784.7332290156 1193751.965309685),Groundwater supply,16.590688705444336,Transmission Link from GW_SideWadis_A7B2 to PL_WadiArab_Irbid 3,25657.116357227318,427.0
GW_SideWadis_A7B2,POINT (209784.7332290156 1193751.965309685),Groundwater supply,16.590688705444336,Transmission Link from GW_SideWadis_A7B2 to IR_Al Aghwar Sh,24764.449942534193,427.0
GW_SideWadis_A7B2,POINT (209784.7332290156 1193751.965309685),Groundwater supply,16.590688705444336,Transmission Link from GW_SideWadis_A7B2 to PL_WadiArab_Irbid 2,26297.136955602873,427.0
GW_SideWadis_A7B2,POINT (209784.7332290156 1193751.965309685),Groundwater supply,16.590688705444336,Transmission Link from GW_SideWadis_A7B2 to PL_WadiArab_Irbid,27076.283848527026,427.0
GW_SideWadis_A7B2,POINT (209784.7332290156 1193751.965309685),Groundwater supply,16.590688705444336,Transmission Link from GW_SideWadis_A7B2 to PL_BaniKinana,45256.92048410886,427.0
GW_SideWadis_Kurnub,POINT (210572.520910776 1167778.957725818),Groundwater supply,80.19284057617188,Transmission Link from GW_SideWadis_Kurnub to PS_ShJanoub,22830.61130436862,161.0
GW_SideWadis_Kurnub,POINT (210572.520910776 1167778.957725818),Groundwater supply,80.19284057617188,Transmission Link from GW_SideWadis_Kurnub to PS_SafutM_AbuNusair 2,20226.914582901056,161.0
GW_SideWadis_Kurnub,POINT (210572.520910776 1167778.957725818),Groundwater supply,80.19284057617188,Transmission Link from GW_SideWadis_Kurnub to PS_SafutM_AbuNusair,20613.048765759806,161.0
GW_SideWadis_Kurnub,POINT (210572.520910776 1167778.957725818),Groundwater supply,80.19284057617188,Transmission Link from GW_SideWadis_Kurnub to PS_DeirAllaDistrict,7521.2644567790085,161.0
GW_SideWadis_Kurnub,POINT (210572.520910776 1167778.957725818),Groundwater supply,80.19284057617188,Transmission Link from GW_SideWadis_Kurnub to PL_ToDeirAlla,8750.929768304228,161.0
GW_SideWadis_Kurnub,POINT (210572.520910776 1167778.957725818),Groundwater supply,80.19284057617188,Transmission Link from GW_SideWadis_Kurnub to PL_KACToZay,12663.377984992634,161.0
GW_SideWadis_Rum,POINT (222035.7485621498 1136457.828750598),Groundwater supply,55.732704162597656,Transmission Link from GW_SideWadis_Rum to PS_ZaraMain,2799.610946947093,284.0
GW_Sirhan_Kurnub,POINT (260927.0224605578 1171999.664436319),Groundwater supply,50.972293853759766,Transmission Link from GW_Sirhan_Kurnub to ZARQA_Ind_Nuclear,3344.0600315992033,590.0
GW_Southern Desert_Ram,POINT (219159.8322001184 881097.5450236206),Groundwater supply,4.302342414855957,Transmission Link from GW_Southern Desert_Ram to AQABA_Industry,61454.2680480774,821.0
GW_Southern Desert_Ram,POINT (219159.8322001184 881097.5450236206),Groundwater supply,4.302342414855957,Transmission Link from GW_Southern Desert_Ram to PL_Disi,14801.14475938139,821.0
GW_Southern Desert_Ram,POINT (219159.8322001184 881097.5450236206),Groundwater supply,4.302342414855957,Transmission Link from GW_Southern Desert_Ram to PL_DisiAqaba 2,17681.617719830818,821.0
GW_Southern Desert_Ram,POINT (219159.8322001184 881097.5450236206),Groundwater supply,4.302342414855957,Transmission Link from GW_Southern Desert_Ram to PL_DisiAqaba 3,19147.549378766424,821.0
GW_Southern Desert_Ram,POINT (219159.8322001184 881097.5450236206),Groundwater supply,4.302342414855957,Transmission Link from GW_Southern Desert_Ram to PL_RedDead,63026.093147816966,821.0
GW_Southern Desert_Ram,POINT (219159.8322001184 881097.5450236206),Groundwater supply,4.302342414855957,Transmission Link from GW_Southern Desert_Ram to PL_DisiAqaba,26444.40337774931,821.0
GW_Southern Desert_Ram,POINT (219159.8322001184 881097.5450236206),Groundwater supply,4.302342414855957,Transmission Link from GW_Southern Desert_Ram to AQ_Agri,30735.626555334366,821.0
GW_Yarmouk_A7B2,POINT (227543.2565784897 1223231.238570513),Groundwater supply,23.93345832824707,Transmission Link from GW_Yarmouk_A7B2 to PL_Ramtha,20753.499420963944,436.0
GW_Yarmouk_A7B2,POINT (227543.2565784897 1223231.238570513),Groundwater supply,23.93345832824707,Transmission Link from GW_Yarmouk_A7B2 to IR_Bani Obeid,13874.535974847207,436.0
GW_Yarmouk_A7B2,POINT (227543.2565784897 1223231.238570513),Groundwater supply,23.93345832824707,Transmission Link from GW_Yarmouk_A7B2 to PL_Yarmouk Wells Irbid,6213.038052335155,436.0
GW_Yarmouk_A7B2,POINT (227543.2565784897 1223231.238570513),Groundwater supply,23.93345832824707,Transmission Link from GW_Yarmouk_A7B2 to IR_AgriHL,7635.561774402573,436.0
GW_Yarmouk_A7B2,POINT (227543.2565784897 1223231.238570513),Groundwater supply,23.93345832824707,Transmission Link from GW_Yarmouk_A7B2 to KAC,22833.710257146256,436.0
GW_Yarmouk_A7B2,POINT (227543.2565784897 1223231.238570513),Groundwater supply,23.93345832824707,Transmission Link from GW_Yarmouk_A7B2 to IRBID_Industry,8672.422364456073,436.0
GW_Yarmouk_A7B2,POINT (227543.2565784897 1223231.238570513),Groundwater supply,23.93345832824707,Transmission Link from GW_Yarmouk_A7B2 to PL_BaniKinana,10504.864447576014,436.0
PL_AqebIrbidBwaidah2ROUMF,POINT (254593.1619577492 1200110.571518236),River supply,,Transmission Link from PL_AqebIrbidBwaidah2ROUMF to MF_ROU_Mafraq,12553.014267714454,767.0
PL_AqebIrbidUmLulu2MF_ROU,POINT (256246.1377371024 1199393.791635282),River supply,,Transmission Link from PL_AqebIrbidUmLulu2MF_ROU to MF_ROU_Mafraq,11130.41178021012,769.0
PL_AqebIrbidZatari2MF_ROU,POINT (271153.2083147835 1193083.641744502),River supply,,Transmission Link from PL_AqebIrbidZatari2MF_ROU to MF_ROU_Mafraq,10778.227178460143,667.0
PL_WadiAIr2IR_AghwarShm,POINT (215327.3888227595 1219904.911966278),River supply,,Transmission Link from PL_WadiAIr2IR_AghwarShm to IR_Al Aghwar Sh,6997.725300962122,310.0
PL_WadiAIr2IR_ROUIrbid,POINT (225401.0966596378 1215149.60215802),River supply,,Transmission Link from PL_WadiAIr2IR_ROUIrbid to IR_ROU_Irbid,5051.302728205894,575.0
PL_WLibMadaba2MD_Arid,POINT (223163.3877677335 1108343.416495326),River supply,,Transmission Link from PL_WLibMadaba2MD_Arid to MD_Arid,11295.019663975021,647.0
PL_WLibMadaba2MD_QMadaba,POINT (225084.9037163351 1118099.425364348),River supply,,Transmission Link from PL_WLibMadaba2MD_QMadaba to MD_Qasabat Madaba,5271.96737668036,725.0
PL_WLibMadaba2MD_Theeban,POINT (222900.8489744854 1106593.388624581),River supply,,Transmission Link from PL_WLibMadaba2MD_Theeban to MD_Theeban,8358.752050154219,621.0
PL_BaniKinana2IR_BaniKinana,POINT (227380.5206168262 1235718.371241557),River supply,,Transmission Link from PL_BaniKinana2IR_BaniKinana to IR_Bani Kinana,6491.456081302461,271.0
PL_ToKhaw2AzraqWL,POINT (319533.7009507314 1146052.552060756),River supply,,Transmission Link from PL_ToKhaw2AzraqWL to ZA_Azraq Wetland,16735.645772104042,540.0
PL_ToKhaw2ZA_Azraq,POINT (316828.6124165237 1143115.906012661),River supply,,Transmission Link from PL_ToKhaw2ZA_Azraq to ZA_Azraq,6890.018732422876,565.0
PL_ToKhaw2ZA_Hashmiyya,POINT (263689.6450420842 1165931.65337698),River supply,,Transmission Link from PL_ToKhaw2ZA_Hashmiyya to ZA_Hashmiyya,8185.61570990142,614.0
PL_ToKhaw2ZA_QZarqa,POINT (250537.3465878079 1160866.707503426),River supply,,Transmission Link from PL_ToKhaw2ZA_QZarqa to ZA_Qasabat Zarqa,4313.207314704201,669.0
PL_ToKhaw2ZA_RC_Azraq,POINT (298765.9205152087 1149006.340125807),River supply,,Transmission Link from PL_ToKhaw2ZA_RC_Azraq to ZA_RC_Azraq,2025.512362193135,629.0
PL_ToKhaw2ZA_Rusaifa,POINT (250075.1185203109 1160424.984830748),River supply,,Transmission Link from PL_ToKhaw2ZA_Rusaifa to ZA_Rusaifa,3620.560185334324,646.0
PS_Halabat2ZA_Dulayl,POINT (283206.9724040955 1165761.560060772),River supply,,Transmission Link from PS_Halabat2ZA_Dulayl to ZA_Dulayl,3383.6032497457536,587.0
PS_QunayyaWell2MF_ROU,POINT (256200.8559682569 1176457.674885489),River supply,,Transmission Link from PS_QunayyaWell2MF_ROU to MF_ROU_Mafraq,13885.693573083397,612.0
PS_QunayyaWell2ZA_Hashemiyya,POINT (253362.9249987901 1173230.888786677),River supply,,Transmission Link from PS_QunayyaWell2ZA_Hashemiyya to ZA_Hashmiyya,8549.932305911312,491.0
Withdrawal Node 2,POINT (257272.8371651692 1177493.885965216),River supply,,Transmission Link from Withdrawal Node 2 to ZA_Hashmiyya,5837.544544681828,582.0
PS_Awayan2ZA_QZarqa,POINT (253092.3813208928 1159863.69906351),River supply,,Transmission Link from PS_Awayan2ZA_QZarqa to ZA_Qasabat Zarqa,7435.880982734254,610.0
PS Zarqa Outflow,POINT (251779.7477887582 1170311.151828322),River supply,,Transmission Link from PS Zarqa Outflow to ZA_Qasabat Zarqa,7753.369504445096,566.0
PS_AlBasateen2ZA_Rusaifa,POINT (244984.7335510477 1160221.916040327),River supply,,Transmission Link from PS_AlBasateen2ZA_Rusaifa to ZA_Rusaifa,2603.6288393631335,765.0
PS_UmRummaneh2ZA_Bereyn,POINT (236632.0188216113 1168354.478551861),River supply,,Transmission Link from PS_UmRummaneh2ZA_Bereyn to ZA_Bereyn,5050.511384141157,1013.0
PS_Ajloun2AJ_ROU,POINT (223572.0019055617 1195906.947133172),River supply,,Transmission Link from PS_Ajloun2AJ_ROU to AJ_ROU Ajloun,4150.820730771219,1035.0
To Irbid_Yarmoukwells,POINT (233000.2337093263 1220451.871993628),River supply,,Transmission Link from To Irbid_Yarmoukwells to IR_ROU_Irbid,4448.402407448018,536.0
PL_Ramtha2IR_Ramtha,POINT (248468.3634075107 1222743.773702861),River supply,,Transmission Link from PL_Ramtha2IR_Ramtha to IR_Ramtha,4246.333651548868,538.0
PL_ZatariRam2IR_RC_CCity,POINT (244772.1733855488 1212362.971550741),River supply,,Transmission Link from PL_ZatariRam2IR_RC_CCity to IR_RC_C City,2386.7188944254713,554.0
PL_ZatariRamtha2IR_RC_KAPark,POINT (245426.5819852824 1215548.769421336),River supply,,Transmission Link from PL_ZatariRamtha2IR_RC_KAPark to IR_RC_KAP,1381.9288427934036,521.0
PS_NorthBadia2ROU_NB,POINT (301639.1039105497 1188672.630532633),River supply,,Transmission Link from PS_NorthBadia2ROU_NB to MF_ROU_NB,3574.955245521275,906.0
PS_Mafraq2MF_ROU,POINT (265112.2319087725 1188185.511584476),River supply,,Transmission Link from PS_Mafraq2MF_ROU to MF_ROU_Mafraq,4167.048276346367,695.0
PS_ShJan2BQ_ShJanou,POINT (204917.7997139965 1145084.940448087),River supply,,Transmission Link from PS_ShJan2BQ_ShJanou to BQ_ShJanoubia,3097.088979315146,-284.0
PS_DairAllaDistrict2BQ_DeirAlla,POINT (205566.4103193708 1170056.571571511),River supply,,Transmission Link from PS_DairAllaDistrict2BQ_DeirAlla to BQ_Deir Alla,3258.7399529356153,-289.0
PS_Salt2BQ_ROUSalt,POINT (214806.6523869252 1157651.294235718),River supply,,Transmission Link from PS_Salt2BQ_ROUSalt to BQ_ROU_Salt,3618.5800757331285,764.0
PS_AbuNus2BQ_AinBasha,POINT (231180.5317540571 1165455.483898325),River supply,,Transmission Link from PS_AbuNus2BQ_AinBasha to BQ_Ain Al Basha,3952.503433386553,663.0
PS_AinAlAzraq2BQ_MahisFuhais,POINT (220788.2982609172 1155082.465756367),River supply,,Transmission Link from PS_AinAlAzraq2BQ_MahisFuhais to BQ_Mahis Fuhais,4596.801282038209,511.0
PL_DisiAq2AQ_AqQuw,POINT (201419.8605890947 903971.386145916),River supply,,Transmission Link from PL_DisiAq2AQ_AqQuw to AQ_QAqaba,57043.750832325655,842.0
PL_DisiAq2AQ_AqQuw,POINT (201419.8605890947 903971.386145916),River supply,,Transmission Link from PL_DisiAq2AQ_AqQuw to AQ_Al Quwayra,11588.754964127485,842.0
PS_Qa2MA_Ail,POINT (200907.3213764181 963261.1453854139),River supply,,Transmission Link from PS_Qa2MA_Ail to MA_Ail,9999.820029548642,1482.0
PS_Qa2MA_WMusa,POINT (202578.3106629423 963801.5318089924),River supply,,Transmission Link from PS_Qa2MA_WMusa to MA_Wadi Musa,10326.394729525433,1440.0
PS_Maan2MA_Maan,POINT (226808.5444158083 945925.2516718172),River supply,,Transmission Link from PS_Maan2MA_Maan to MA_QMaan,6963.068833968283,1041.0
PS_Hasa2TA_Bus,POINT (224147.5562685665 1024766.10696493),River supply,,Transmission Link from PS_Hasa2TA_Bus to TA_Busayrah,22073.38792018908,1107.0
PS_Hasa2TA_Hasa,POINT (226404.0928068755 1024587.169365245),River supply,,Transmission Link from PS_Hasa2TA_Hasa to TA_Al Hasa,7285.373151224284,1050.0
PS_Hasa2TA_Qasabat,POINT (222634.6102643435 1024761.81113173),River supply,,Transmission Link from PS_Hasa2TA_Qasabat to TA_Qasabat At Tafilah,13927.875784249276,1117.0
PS_Qasr2KA_AlQasr,POINT (219380.1441455787 1082261.376170293),River supply,,Transmission Link from PS_Qasr2KA_AlQasr to KA_Al Qasr,5701.132290987515,912.0
PS_Qasr2KA_Fqou,POINT (219193.2865779118 1081322.43188676),River supply,,Transmission Link from PS_Qasr2KA_Fqou to KA_Fqou,5294.52171133605,917.0
PL_GhwQasr2KA_Ayy_M,POINT (220048.399434613 1071159.868064873),River supply,,Transmission Link from PL_GhwQasr2KA_Ayy_M to KA_Al MazarJan,22494.365631720306,1005.0
PL_GhwQasr2KA_Ayy_M,POINT (220048.399434613 1071159.868064873),River supply,,Transmission Link from PL_GhwQasr2KA_Ayy_M to KA_Ayy,15194.216499706306,1005.0
Withdrawal Node 1,POINT (219772.7165602 1072225.212355487),River supply,,Transmission Link from Withdrawal Node 1 to KA_Q  Al Karak,5294.122881020906,997.0
PSAinGhazal2AM_SZ01,POINT (246758.1115041903 1153953.822256814),River supply,,Transmission Link from PSAinGhazal2AM_SZ01 to AM_SZ01,8790.924292635225,770.0
PSAinGhazal2AM_SZ02,POINT (244774.3743858348 1150813.903140574),River supply,,Transmission Link from PSAinGhazal2AM_SZ02 to AM_SZ02,4500.387567196257,873.0
PSAinGhazal2AM_SZ08,POINT (247923.4906108837 1155083.891976285),River supply,,Transmission Link from PSAinGhazal2AM_SZ08 to AM_SZ08,5142.919374641489,730.0
PS_AbuAlanda2AM_SZ04,POINT (247085.3005627653 1144200.541496856),River supply,,Transmission Link from PS_AbuAlanda2AM_SZ04 to AM_SZ04,3513.1832392284573,844.0
PS_AbuAlanda2ZA_QZarqa,POINT (248190.150269442 1144363.105252295),River supply,,Transmission Link from PS_AbuAlanda2ZA_QZarqa to ZA_Qasabat Zarqa,23145.21749939489,833.0
WadiShueib2BQ_AgriJV,POINT (210963.8395903417 1149742.825476018),River supply,,Transmission Link from WadiShueib2BQ_AgriJV to BQ_AgriJV,14492.362979086456,104.0
KAC2BQ_AgriJV,POINT (202897.3061567202 1166419.047561563),River supply,,Transmission Link from KAC2BQ_AgriJV to BQ_AgriJV,4162.310629872368,-312.0
KAC2IR_AgriJV,POINT (203653.5113700283 1201301.39825718),River supply,,Transmission Link from KAC2IR_AgriJV to IR_AgriJV,2888.6059395110733,-281.0
WadiKafrein2BQ_AgriJV,POINT (212722.767184932 1140735.828339678),River supply,,Transmission Link from WadiKafrein2BQ_AgriJV to BQ_AgriJV,23526.553307747763,-157.0
SGhorWadis2KA_Industry,POINT (194574.6028743695 1078595.753439842),River supply,,Transmission Link from SGhorWadis2KA_Industry to KARAK_Ind_Potash,7329.891151771846,-354.0
SouthernGhorWadis2KA_AgriJV,POINT (195758.8462643347 1078271.56204456),River supply,,Transmission Link from SouthernGhorWadis2KA_AgriJV to KA_AgriJV,2212.9087112382044,-342.0
ZC32IR_AgriJV,POINT (204530.8320457944 1198723.824411173),River supply,,Transmission Link from ZC32IR_AgriJV to IR_AgriJV,4173.064899242349,-253.0
PS_Ghwair2KA_Qatraneh,POINT (234488.3456453703 1073443.493128916),River supply,,Transmission Link from PS_Ghwair2KA_Qatraneh to KA_Al Qatrana,13771.539023789132,661.0
PL_KarakAm2AM_UmAlBas,POINT (235673.8467167235 1134302.026925768),River supply,,Transmission Link from PL_KarakAm2AM_UmAlBas to AM_UmBasateyn,3454.25444210621,792.0
PL_KarakAmman2AM_Jiza,POINT (247192.9160019601 1103638.28798126),River supply,,Transmission Link from PL_KarakAmman2AM_Jiza to AM_Al Jiza,15634.126646238381,715.0
PL_KarakAmman2AM_SZ03_Outflow,POINT (234457.0605404609 1137720.877727575),River supply,,Transmission Link from PL_KarakAmman2AM_SZ03_Outflow to AM_SZ03,4517.381070978646,815.0
PL_KarakAmman2AM_SZ06,POINT (231299.5998582752 1145907.526316145),River supply,,Transmission Link from PL_KarakAmman2AM_SZ06 to AM_SZ06,1559.8900972420706,903.0
PL_KarakAmman2AM_SahabMqar,POINT (238075.2096736056 1127813.848868493),River supply,,Transmission Link from PL_KarakAmman2AM_SahabMqar to AM_Mwaqqar,29661.317474452535,739.0
PS_AinGhasal_SZ022AM_SZ02,POINT (245060.6583246184 1148024.705690539),River supply,,Transmission Link from PS_AinGhasal_SZ022AM_SZ02 to AM_SZ02,5389.752220247414,881.0
PS_Jerash2JA_ROUJerash,POINT (232912.3455070506 1189104.338831146),River supply,,Transmission Link from PS_Jerash2JA_ROUJerash to JA_ROU Jerash,2490.364748090313,773.0
PLKarakAmman2KA_Qatraneh,POINT (250921.5267532268 1086796.909370476),River supply,,Transmission Link from PLKarakAmman2KA_Qatraneh to KA_Al Qatrana,13294.786826119087,735.0
PL_Dabouq_AinGh2AM_SZ05,POINT (233262.8825362295 1157380.59249837),River supply,,Transmission Link from PL_Dabouq_AinGh2AM_SZ05 to AM_SZ05,5760.1625543597265,1015.0
PL_Dabouq_AinGhazal2AM_SZ07,POINT (235636.2750408913 1158007.839874929),River supply,,Transmission Link from PL_Dabouq_AinGhazal2AM_SZ07 to AM_SZ07,4522.220072778301,935.0
PS_ZaraMain2AM_SZ01,POINT (240215.6041462701 1145225.470637524),River supply,,Transmission Link from PS_ZaraMain2AM_SZ01 to AM_SZ01,8835.18095533554,963.0
PS_ZaraMain2AM_SZ02,POINT (241538.2828927715 1145754.781703979),River supply,,Transmission Link from PS_ZaraMain2AM_SZ02 to AM_SZ02,4754.73343136427,1005.0
PS_ZaraMain2AM_SZ05,POINT (234919.6505543952 1143425.984074628),River supply,,Transmission Link from PS_ZaraMain2AM_SZ05 to AM_SZ05,8299.376071404504,872.0
ZM2BQShJan,POINT (208293.3524493296 1136268.182310776),River supply,,Transmission Link from ZM2BQShJan to BQ_ShJanoubia,6512.77570365728,-274.0
RedDead2MA_QMaan,POINT (238959.7931258887 940651.5910236527),River supply,,Transmission Link from RedDead2MA_QMaan to MA_QMaan,17614.933906418042,970.0
MF_ROU_Mafraq Withdrawal,POINT (264844.549303969 1189993.048543529),River supply,,Transmission Link from MF_ROU_Mafraq Withdrawal to MF_ROU_Mafraq,3766.3161003387886,700.0
Withdrawal Node 3,POINT (231724.0578023649 1216831.640452171),River supply,,Transmission Link from Withdrawal Node 3 to IR_ROU_Irbid,3491.0066352902877,575.0
Withdrawal Node 4,POINT (234980.2407278412 1210469.796724595),River supply,,Transmission Link from Withdrawal Node 4 to IR_Bani Obeid,2258.304782820126,663.0
WWTP Wadi Seer,POINT (225679.5054345184 1145050.146395784),WWTP supply,,Transmission Link from WWTP Wadi Seer to AM_Agriculture,33713.1903477223,692.0
WWTP_Al Baqa,POINT (227139.0902332465 1171352.580356126),WWTP supply,,Transmission Link from WWTP_Al Baqa to BQ_AgriHL,5037.773198587951,569.0
WWTP_Al Jiza,POINT (263706.0492290012 1115005.29399988),WWTP supply,,Transmission Link from WWTP_Al Jiza to AM_Agriculture,14854.192850635054,762.0
WWTP_Aqaba,POINT (148808.1017208676 871387.6036175119),WWTP supply,,Transmission Link from WWTP_Aqaba to AQABA_Ind_Fertilizer,6468.270302540218,135.0
WWTP_Fuhais,POINT (223431.328675475 1151226.998450816),WWTP supply,,Transmission Link from WWTP_Fuhais to BQ_AgriHL,18677.30994131913,748.0
WWTP_Irbid Central,POINT (225645.4816795438 1221987.118561232),WWTP supply,,Transmission Link from WWTP_Irbid Central to IR_AgriJV,35917.93421720662,365.0
WWTP_Karak,POINT (208464.1266300486 1070752.458601421),WWTP supply,,Transmission Link from WWTP_Karak to KA_Agri HL,7397.527827094869,708.0
WWTP_Kufranja,POINT (216982.4085805093 1191783.791395091),WWTP supply,,Transmission Link from WWTP_Kufranja to AJ_Agriculture,5639.331471444151,862.0
WWTP_Madaba,POINT (219852.5970381884 1116007.933892529),WWTP supply,,Transmission Link from WWTP_Madaba to MD_Agriculture,7394.430370236985,709.0
WWTP_Mafraq,POINT (265945.5803253641 1202305.917869055),WWTP supply,,Transmission Link from WWTP_Mafraq to MF_Agri,12496.97038350677,660.0
WWTP_Salt,POINT (218503.5024885698 1155572.489589057),WWTP supply,,Transmission Link from WWTP_Salt to BQ_AgriHL,14800.549837927703,679.0
WWTP_Samra,POINT (250925.8042405886 1168166.064987246),WWTP supply,,Transmission Link from WWTP_Samra to ZARQA_Ind_Nuclear,7705.198824294368,585.0
WWTP_Tafileh,POINT (201171.0091560021 1030644.86440293),WWTP supply,,Transmission Link from WWTP_Tafileh to TA_Agriculture,7237.838606570115,812.0
WWTP_Wadi Arab,POINT (213332.5600244898 1223815.26039723),WWTP supply,,Transmission Link from WWTP_Wadi Arab to IR_AgriJV,24858.41393612847,143.0
WWTP_Wadi Hassan,POINT (238321.2890834341 1214804.219244012),WWTP supply,,Transmission Link from WWTP_Wadi Hassan to IR_AgriHL,11375.43828766153,548.0
WWTP_Wadi Musa,POINT (194854.6529038416 974952.301877293),WWTP supply,,Transmission Link from WWTP_Wadi Musa to MA_Agriculture,5920.699683083017,1194.0
WWTP_Wadi Sh,POINT (234165.391302586 1231771.92012463),WWTP supply,,Transmission Link from WWTP_Wadi Sh to IR_AgriHL,6184.599694525506,414.0
Aqaba Desal,POINT (152725.8322441924 880847.3725924888),Other supply,,Transmission Link from Aqaba Desal to AQ_QAqaba,4950.125490114714,490.0
Kufranja Dam,POINT (218608.0953613768 1183772.532318923),Other supply,,Transmission Link from Kufranja Dam to AJ_Agriculture,3578.960052876708,626.0
Kufranja Dam,POINT (218608.0953613768 1183772.532318923),Other supply,,Transmission Link from Kufranja Dam to AJ_ROU Ajloun,11625.067807277477,626.0
RedDead,POINT (149421.9985860182 886499.3124722949),Other supply,,Transmission Link from RedDead to AQ_QAqaba,10740.706485413604,34.0
RedDead,POINT (149421.9985860182 886499.3124722949),Other supply,,Transmission Link from RedDead to PL_RedDead,8607.745654733018,34.0
